"ad_url","ad_city","ad_neighborhood","ad_type","ad_description","ad_hash","ad_price","ad_currency","ad_kvm","ad_price_per_kvm","ad_street","updated_ts","ord"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162375107489098,град София,Център,"2-СТАЕН","Инвестиционен имот в центъра на София. Продава се сутеренен етаж от къща - 60 кв.м., състоящ се от две стаи, кухня, сервизно помещение със самостоятелен вход. Идеални части от дворното място - 83 кв.м. от поземлен имот с размер 253кв.м.. В момента има наемател на целия имот, като нашият клиент получава 400 лева месечен наем за дела си. На имота, обединен със съседни имоти  е предвидено застрояване по плана за района. За повече информация и огледи: Рени Велинова 0893444901 (Макс-М имоти)","93b8cdf390e32e2839f737da462834715eda873e94046ac913d1faa8c9533495",73000,EUR,60,1216.67,Център,2023-10-11 11:43:03.000,1
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162448113476809,град София,Център,"2-СТАЕН","ЕКСКЛУЗИВНА ПРОДАЖБА:ТОП локация в идеалния център на София!Обзаведен апартамент, разположен до Министрество на земеделието и площад Македония. На тихо и спокойно място. В тиха уличка- ул 'Владайска' (виж на картата в интернет).Отлична инвестиция или място за живеене. Изрядни документи!Апартаментът е изключително подхдящ за отдаване под наем AirBnb.Разпределение: Апартамент 62 кв.м. Мазе-3кв.м.Таван-3кв.м.Коридор, Трапезаря с Кухненски бокс, Хол и Спалня, баня с wc. Отопление-ТЕЦ.Към апартамента има допълнително две помещения- Мазе и Таван.PVC дограма, стени-латекс, под-теракот и паркет.Сградата е с много добре поддържани общи части.Удобства  за собствениците:Трамвайни спирки, Метро, детски градини, болници, училища, хранителни магазини, банки и много други. Детски кът и парк за игра в близост до блока.","78b053dd0ea3879b55aa39583f6a896025654c0edc02221ae234fc5cb914aa90",160000,EUR,68,2352.94,Център,2023-10-11 11:44:42.000,1
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162531722751215,град София,Център,"2-СТАЕН"," ЧАСТНО ЛИЦЕ ПРОДАВА апартамент в една от луксозните сгради от 70-те години в центъра на София, срещу Френската гимназия. Сградата  е прекрасна, монолитна , с асансьор, прекрасно фоайе 5 метра таван в много представителен и поддържан вход, Асфалтиран заден двор с бариера и възможност за паркиране на тридесет коли. Жилището е с три метрови тавани и гледка към Александър Невски. Много луксозно обзаведено, дизайнерски мебели. Апартаментът е тих, тъй като е на пети етаж. Извън посочената квадратура  на апартамента има и две прекрасни тераси. В жилището от няколко години има наемател. Наемът на жилището е 1100 евро. Телефон  за контакти  0888000539 - ЧАСТНО ЛИЦЕ!!!","62a8c905b3006a6b3fe47817eb6960ac23a0def7f543bd8f5ee61644afb19167",390000,EUR,75,5200.00,Център,2023-10-20 12:22:12.000,1
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162607978106166,град София,Център,"2-СТАЕН","АRCO REAL ESTATE ВИ ПРЕДСТАВЯ жилищна сграда с Акт 14 в сърцето на Стара София.Двустаен апартамент с дневна 38 кв.м., спалня 20 кв.м., една баня с тоалетна 4 кв.м. и тераса - 6 кв.м. Отделно складово помещение.Изложение изток- запад.Изключително строителство, изпълнено по най-нови съвременни технологии. Високото качество е гаранция за безопасност, дългосрочна употреба, надеждност и безкомпромисен жилищен комфорт.Стените между апартаментите са тип сандвич. Технологията представлява двоен зид от керамични тухли с австрийската марка Wienerberger и между тях 5 сантиметрова звукоизолационна вата, която осигурява висока степен на шумоизолация до 56 dB.На пода, под замазката се слага звукоизолационна подложка против ударен шум Texsimpact, за по-добра шумоизолация между етажите. Всичко това осигурява спокоен и комфортен живот. За високата енергийна ефективност са вложените материали от най-ново поколение.За да е топло във Вашия дом има професионална система за термоизолация CAPAROL DALMATINA, с дебелина 10 см.За по-добра хидроизолация, освен стандартните мерки срещу влагата, е използвана и добавка Penetron Admix.Жилищата разполагат със 7-камерна дограма на REHAU Synego с допълнителна система за микровентилиране и секюрити обков. Новата серия  Synego дава до 50% по-добра топлоизолация, в сравнение с други.Към апартамента се предлага гараж или паркомясто.ARCO REAL ESTATE е пълноправен член на Националното сдружение за недвижими имоти (НСНИ) - представителната браншова организация на брокерите на недвижими имоти в България, и работи според изискванията на БДС EN 15733 относно предоставяне на услуги от брокери на недвижими имоти. Фирмата оказва съдействие за кредит. Предлагаме пазарен анализ и оценки за ипотечно кредитиране. За повече информация и огледи: Яна Димитрова, тел: 0877 659 100. Виж по-малко... Виж повече",fbb8fa726ce70a7afb1b485ddb9cbbf5e8e84e7ab617b310368662bca9a2e887,160055,EUR,94,1702.71,Център,2023-10-11 11:44:51.000,1
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162643686130071,град София,Център,"2-СТАЕН","Unique Estates има удоволствието да ви представи изключителен нов комплекс,1HOME е модерна и съвременна жилищна сграда, разположена в широкия център на нашата столица, едновременно на крачка от динамика на града, в непосредствена близост до парк Възраждане, детски градини, училища и разнообразни транспортни артерии. Намира се на пешеходно разстояние от Mall Of Sofia и Руски паметник. Проектът е с модерна градска визия, отличаваща се със съвременност и индивидуализъм.Жилищата са проектирани с разнообразна площ и разпределение, с поглед към вътрешните части на сградата.   Хол с кухненски бокс, спалня, баня с тоалетна, тераса. Цената е с включен ДДС.  Ref. ID:14865","0cf86e72223a59bf2edf74ab253544f65b6e62170abcf7941c376356f349f444",0,Missing,60,0.00,Център,2023-11-01 17:26:54.000,1
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162860259133855,град София,Център,"2-СТАЕН","Директно от инвеститора Танит Груп и без комисионна! С подписан акт 14 от август 2023г., очакван акт 16 средата на 2024г. Продажба на апартаменти ЗАВЪРШЕНИ ДО КЛЮЧ в бутикова сграда от най-висок клас в центъра на гр. София. Само 5 останали апартамента, които ще бъдат завършени ДО КЛЮЧ по проект на едно от водещите студия за интериорен дизайн Don t DIY.  За нас това е един специален проект, тъй като собственикът на нашата компания ще живее в апартамента на последния етаж. Архитектът на сградата също закупи апартамент в сградата.Комплекс Брегалница е замислена като сграда от най-висок клас, разположена на една от най-спокойните и приветливи улици в София. Поставихме си за цел да създадем един непреходен проект, в духа на Стара София. Проект, който след десетилетия да се превърне в една от емблематичните сгради в центъра на София.   Точното местоположение на сградата е ул. Брегалница  81, в една от най-перспективните и бързо-развиващи се зони в Центъра на град София. Непосредствено до Комплекс Брегалница се намира парк Св. Никола прекрасно място за разходка и спорт. На около 15 минути пешеходно разстояние се намират Президенството и Руски Паметник, метро станция Опълченска е на 5 минути пеша, а Mall of Sofia на 9 минути пеша.Архитектурният проект на Комплекс Брегалница е дело на един от водещите архитекти на нашето време, арх. Иван Моев и студио Топ Арх. носител на многобройни награди за Сграда на Годината и Фасада на Годината и автор на множество емблематични сгради в столицата.  Ограничихме броя на апартаментите и предвидихме изграждането на богато озеленен и изцяло освободен от автомобили, вътрешен двор, в духа на класическите сгради на Стара София. Вътрешен двор, който ще бъде изграден по детайлен ландшафтен проект и ще бъде с ограничен достъп само за обитателите на сградата.Комплекс Брегалница ще бъде изпълнен с материали от най-висок клас, и редица технологични нововъведения. Зидария от тухли Wienerberger Porotherm, двойни зидове между апартаментите за шумоизолация, най-висок клас канализационни тръби с шумоизолация, водопроводни тръби с алуминиева вложка, шумоизолация по подовете на помещенията, дограма със сертификат за пасивни къщи 7-камерна Schuco с троен стъклопакет, смарт входни врати на апартаментите с лицево разпознаване, входна врата на сградата с лицево разпознаване, видеонаблюдение по цялата сграда.Апартаментите ще бъде завършени до ключ, с боядисани стени, завършени бани с поставен гранитогрес и фаянс и поставена санитрария, поставени настилки, изградено подово отопление, с монтирана термопомпа и изводи за конвектори, монтирани осветителни тела, ключове и контакти. Предлагаме за продажба ап. 4, двустаен, разположен на втори етаж. Общата площ на ап. 4 е 61 кв.м. (74 кв.м. с вкл. общи части). Строителството на Комплекс Брегалница е изцяло обезпечено финансово. Предлагаме три схеми на плащане, като според избрания вариант, цената на ап. 4 започва от  205 800 евро с вкл. ДДС (при вариант 80%:20%).   Виж по-малко... Виж повече",f208515451cb7da7342322cab59bea9ed9eb6300f08270bd60abfc7e5c7629a4,205800,EUR,74,2781.08,Център,2023-10-11 11:44:55.000,1
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163222158528633,град София,Център,"2-СТАЕН","ДО НДК!ВЕЛИКОЛЕПЕН!ЛУКСОЗЕН!Предлагаме на вашето внимание дизайнерски обзаведен двустаен апартамент, находщ се в идеалният център на Столицата на ул. Княз Борис. Районът е тих, спокоен, същевременно комуникативен-в близост до НДК, пешеходната част на бул. Витоша, множество заведения , магазини ...Имотът се намира на втори етаж, в сграда с контролиран достъп и отлично поддържан вход. За направата на апартаментът са използвани материали от най- висок клас и е обърнато внимание и на най- малкия детайл! Разпределение: дневна с трапезария и кухня с всички необходими  ел. уреди,  спалня, кабинет, малка тераса и баня с тоалетна. Великолепна инвестиция в сърцето на София :имотът е даден под наем дългосрочно на 750 евро!Работим с колеги по всички наши оферти! Агенцията ни предлага преференциални условия за отпускане на ипотечен кредит и пълно юридическо съдействие.  Водещ брокер Ясен Джанев 0888 23 50 63.Оферта:242.",fc6279bfa84e2d2eb7283986972ce8e83b74b66ae88cc83f4817aff4a5810cab,310000,EUR,70,4428.57,ул. Княз Борис I,2023-10-13 22:08:14.000,1
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163240111151528,град София,Център,"2-СТАЕН","Предлагаме за продажба двустаен апартамент, намиращ се на бул. Княгиня Мария Луиза, в близост до Лъвов мост.Стара постройка, четвърти етаж без асансьор.Състоящ се от две стаи, кухня и обслужващи помещения, със застроена площ 61.39 м2, заедно с мазе от 5.05 м2.Югоизток.Имота се нуждае от цялостен ремонт","1c8c5c00995c671ace5cdce10a68d51360f5a028f5920bf3d86a88334ea9877a",79800,EUR,62,1287.10,Център,2023-10-11 11:44:43.000,1
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163431910203712,град София,Център,"2-СТАЕН","БЕЗ КОМИСИОННА!ПОСЛЕДНИ ДВА АПАРТАМЕНТА!Двустаен мезонет в малка, бутикова кооперация, с 11 апартамента, в напреднал етап на строителството - пред акт 15, ул. 'Панагюрище'18-пряка на ул. 'Раковски', в непосредствена близост до училище, детска градина, метростанция, много спирки на градски транспорт. Централен ТЕЦ. Доказан строител, с 30-годишна история и много построени сгради. Апартамент 10 е на четвърти и пети жилищни етажи, над гаражи. Състои се от входно антре, дневна с кухненски бокс, тоалетна и балкон, на първо ниво , и спалня и баня с тоалетна, на второ ниво. Изложение - запад и север. В сутерена има мазе - 2.60 кв.м. В сградата има гаражи, паркоместа, вътрешни, независими платформи, за вертикално паркиране, на две нива.","8a86d3b0cb4f6b1a531a442e1f9372b5ba70bfc38c638157b37a974da2523bf8",124000,EUR,73,1698.63,ул. Панагюрище,2023-10-11 11:45:12.000,1
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163465335001601,град София,Център,"2-СТАЕН","Оферта 6193. Пред Акт 16! Продава голям двустаен апартамент, 94 кв.м /застроена площ - 80 кв.м/ в Центъра /близо до метростанция 'Лъвов мост'/. Апартаментът се намира на трети етаж от седеметажна луксозна, новострояща се сграда. Очаквано разрешение за ползване /Акт 16/ - края на лятото на 2023 г. Разпределение: коридор, голяма спалня с гардеробна към нея, дневна с кухненски бокс, баня с тоалетна, тераса. Изложение: запад. Отопление: на ТЕЦ.За още подобни и непубликувани оферти, вижте: www.irisimoti.bgOffer 6193. Before Akt 16! For sale a large one-bedroom apartment, 94 sq.m /built-up area - 80 sq.m/ in the Center /near the metro station 'Lion's Bridge'/. The apartment is located on the third floor of a seven-storey luxury, newly built building. Expected use permit /Act 16/ - end of summer 2023. Distribution: corridor, large bedroom with wardrobe attached to it, living room with kitchenette, bathroom with toilet, terrace. Exposure: west. Heating: central heating. For more similar and unpublished оffers, see: www.irisimoti.bg Виж по-малко... Виж повече",ec0cd9a3c5a4c1349744c5519657be9d6c9e5a4a7d2963a8aa916b2e06905865,178900,EUR,94,1903.19,Център,2023-10-11 11:46:32.000,1
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163912955275787,град София,Център,"2-СТАЕН","Нов, луксозно обзаведен с общи паркоместа в дворното място към сградата. Разпределението включва входно антре с портманто. Всекидневна, трапезария и кухненски бокс с мека мебел, холна маса, модулни секции, трапезна маса със столове и ПДЧ кухненски шкафове с бяла техника. Непреходна стая със спален комплект. Луксозно санитарно помещение, отделен дрешник и една тераса. Продава се в едно с наличното обзавеждане. В близост има множество спирки на градския транспорт, метростанция и търговски обекти.Агенцията не взема такси за огледи. Огледи осъществяваме между 09:30 и 18:30h.  IN A PARTICULAR INTEREST CONTACT US: [email protected] and 0898 414272, 024683103.","520641e0771a41d977f96baa1be0ac0837b5f87802ce8d38abbaf9fa170ac92a",170000,EUR,76,2236.84,Център,2023-10-11 11:45:14.000,1
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164311577194050,град София,Център,"2-СТАЕН","Без комисион от купувача! Цена с включен ДДС! АКТ 14! Апартамент   18 Амрита Ви представя новострояща, красива и функционална сграда, която Ви предлага модерен и комфортен начин на живот. Намира се в Центъра на София, който район се радва на класическа градска среда, съчетана с усещане за дом. Сградата е разработена според най-високите стандарти на модерното строителство, съчетавайки удобство, функционалност и отлична локация.Местоположение:Сградата е разположена в изключително комуникативен район, в близост и на пешеходно разстояние до:Парк  Свети Никола    200 м.Метростанция  Опълченска    250 м.Пазар  Димитър Петков    300 м.134 СУ  Димчо Дебелянов    200 м.Главни пътни връзки   бул. Тодор Александров и бул. ОпълченскаСградата се състои от сутерен (паркоместа, гаражни клетки и складове), партер (офис, паркоместа, гаражни клетки и складове), 8 жилищни етажа и един покривна тераса.Техническа спецификация:Топлоизолационна система от експандиран графитен полистирол EPS 10 см.Цветна силиконова мазилка.Балконски парапети   по архитектурен детайл, със стъклени пана от триплекс.Петкамерна дограма Rehau Brillant-Design с троен стъклопакет, енерджи стъклоДомофонна уредба - с окабеляване и домофонни табла.Стени и тавани завършени до гипсова шпакловка, положен грунд и латексово боядисване.Под и стъпала   гранит.Стълбищен парапет - по архитектурен детайл.Асансьорна уредба - с електрическо безредукторно задвижване, честотно управление за плавно спиране и потегляне. Луксозна кабина с автоматични врати. Осветление   осветителни тела с датчици за движение.Разрешение за ползване/Акт16 най-късно до 04.2023 год.За повече информация и огледи: 0886 701 064Реф.номер: 2205 Консултант по офертата: Теодор Стойчев, Николета Миланова Виж по-малко... Виж повече","57e6cfe8c498d027bf3a4137261942488484358c80221efb0a989c9253622f81",161100,EUR,81,1988.89,бул. Тодор Александров,2023-10-11 11:44:56.000,1
